firefox
603.860992
604.872704
604.270592
603.9511040000001
603.987968
691.884032
686.5756160000001
701.607936
701.607936
702.758912
684.5276160000001
685.40416
711.860224
715.014144
714.223616
717.2300799999999
721.702912
708.9151999999999
719.81056
719.81056
719.81056
706.326528
705.794048
703.7419520000001
703.266816
703.1398399999999
702.242816
708.124672
705.847296
743.4117120000001
743.4117120000001
743.4117120000001
743.4117120000001
743.30112
742.535168
742.535168
741.7815039999999
735.494144
735.4613760000001
724.217856
714.805248
714.694656
714.436608
720.1996800000001
720.1996800000001
731.2424960000001
726.2699520000001
770.4453120000001
760.209408
735.604736
776.052736
793.546752
793.546752
801.87392
805.244928
809.5744
809.5744
813.146112
813.1420159999999
815.833088
800.219136
815.665152
815.0097920000001
811.45856
804.9991679999999
804.9991679999999
805.92896
809.590784
809.84064
814.043136
817.549312
813.735936
815.0097920000001
834.883584
823.4516480000001
823.4516480000001
823.4516480000001
834.72384
841.527296
842.194944
842.235904
838.504448
839.872512
844.0012800000001
848.584704
858.3168000000001
850.030592
852.566016
882.0858880000001
872.07936
871.755776
877.518848
877.4656
893.7840640000001
835.362816
871.841792
865.8206720000001
865.251328
882.520064
860.598272
901.054464
901.054464
900.8209919999999
900.550656
900.550656
897.39264
897.00352
896.958464
896.4259840000001
883.134464
879.804416
880.7096319999999
886.112256
885.551104
885.551104
885.551104
885.530624
885.530624
885.530624
911.1592959999999
916.856832
931.45088
931.4344960000001
915.750912
889.040896
915.365888
955.12576
957.014016
968.863744
963.416064
970.11712
970.166272
974.39744
977.649664
983.8264320000001
988.8153599999999
990.199808
990.154752
999.399424
1003.954176
1004.445696
1000.861696
997.74464
1000.251392
1000.251392
990.69952
988.721152
990.748672
1012.98176
1018.945536
1015.836672
1015.7547519999999
1009.803264
1009.201152
1003.311104
1003.2455679999999
999.768064
1015.599104
935.170048
935.170048
950.325248
945.098752
959.500288
961.130496
963.596288
967.049216
957.079552
977.129472
959.4019840000001
981.188608
965.738496
981.1968
961.9701759999999
961.9701759999999
945.803264
997.629952
997.638144
1008.152576
976.584704
970.8134399999999
989.913088
997.257216
1003.9705600000001
1004.290048
1012.0028159999999
1013.530624
1013.4937600000001
1010.343936
1012.3100159999999
980.9756160000001
980.9756160000001
1020.5020159999999
1012.6008320000001
1036.5132800000001
1011.458048
1031.671808
1033.1299840000001
1041.24416
1043.513344
1044.123648
1033.2774399999998
1002.5615359999999
1002.5615359999999
1002.5615359999999
1022.09536
1045.3934080000001
1018.0321280000001
1039.872
1039.872
1039.872
1039.872
1039.872
1039.872
1038.311424
1007.263744
1007.263744
1007.263744
1044.975616
1045.078016
1045.078016
1045.078016
1033.383936
1052.581888
1051.824128
1051.81184
1053.7902080000001
1049.403392
1028.476928
1061.64224
1061.64224
1077.82144
1074.6265600000002
1077.387264
1060.4953600000001
1088.167936
1039.499264
1039.306752
1039.499264
1039.499264
1039.499264
1039.499264
1039.499264
1039.499264
1039.683584
1039.896576
1083.84256
1083.797504
1042.579456
1042.579456
1082.908672
1065.701376
1043.632128
1042.960384
1042.702336
1042.685952
1039.8351360000001
1097.6501759999999
1099.943936
1097.6256
1087.5125759999999
1101.991936
1088.2908160000002
1088.2908160000002
1094.51264
1093.9432960000001
1104.728064
1104.71168
1101.2014080000001
1062.48192
1069.473792
1092.349952
1069.309952
1069.309952
1066.901504
1068.130304
1068.130304
1068.130304
1068.130304
1102.0451839999998
1102.061568
1102.11072
1102.671872
1109.5121920000001
1118.26944
1119.0067199999999
1119.0067199999999
1116.356608
1130.9137919999998
1130.860544
1130.9137919999998
1130.893312
1130.672128
1130.647552
1125.0237439999999
1124.990976
1124.564992
1124.5240319999998
1118.8224
1119.858688
1074.8723200000002
1126.178816
1125.842944
1125.752832
1125.7774080000002
1119.49824
1116.393472
1110.15936
1127.79264
1139.724288
1129.099264
1135.98464
1136.689152
1131.347968
1138.573312
1136.3901440000002
1140.731904
1141.395456
1136.140288
1144.221696
1135.3088
1126.805504
1149.91104
1138.905088
787.7591040000001
787.6935679999999
787.6935679999999
787.644416
787.8123519999999
787.808256
793.792512
1158.18496
1144.7050239999999
1148.043264
1148.035072
1141.260288
793.079808
792.45312
792.768512
787.5952639999999
784.736256
789.143552
782.004224
774.2013440000001
674.93888
790.052864
787.775488
787.775488
787.775488
787.775488
760.918016
803.336192
646.238208
654.127104
657.3015039999999
660.64384
650.149888
657.235968
658.137088
666.66496
664.113152
673.869824
673.869824
667.344896
644.97664
657.4243839999999
659.21024
660.76672
561.291264
586.612736
671.809536
675.6147199999999
675.6147199999999
675.8686720000001
675.667968
675.667968
675.667968
658.20672
658.673664
659.001344
659.685376
659.7304320000001
659.685376
659.685376
659.685376
659.746816
659.746816
659.746816
659.746816
638.992384
643.25632
643.25632
643.25632
643.25632
633.7740799999999
633.8150400000001
633.9338240000001
633.9338240000001
633.9338240000001
633.9338240000001
634.12224
634.12224
640.2621439999999
640.745472
640.753664
640.196608
640.344064
640.905216
640.905216
640.905216
640.905216
640.905216
640.905216
640.905216
640.905216
643.0883839999999
643.0842879999999
643.272704
644.128768
644.128768
644.1369599999999
644.4032
644.4032
644.4032
644.407296
644.48512
644.4974080000001
644.4974080000001
644.4974080000001
644.4974080000001
