MicrosoftEdgeCP
1351.213056
1351.2294399999998
1351.254016
1368.358912
1368.399872
1384.296448
1407.291392
1425.276928
1425.129472
1424.367616
1417.9123200000001
1412.399104
1438.294016
1427.800064
1427.259392
1427.259392
1427.161088
1433.595904
1465.4586880000002
1455.8863359999998
1454.637056
1463.1649280000001
1463.033856
1461.690368
1461.7640959999999
1461.7886720000001
1462.382592
1461.63712
1472.77824
1475.342336
1470.1035519999998
1469.259776
1477.636096
1480.822784
1482.5472
1479.397376
1480.8268799999998
1480.9866240000001
1488.052224
1493.3237760000002
1493.2746240000001
1493.262336
1493.270528
1493.295104
1499.467776
1504.944128
1501.372416
1501.282304
1499.602944
1505.574912
1512.349696
1507.848192
1507.684352
1466.068992
1466.077184
1466.077184
1466.077184
1470.07488
1469.68576
1469.68576
1469.68576
1473.589248
1473.572864
1473.6383999999998
1473.634304
1473.61792
1473.589248
1473.589248
1473.589248
1473.589248
1474.351104
1474.39616
1473.59744
1473.59744
1473.5933440000001
1474.371584
1474.351104
1482.682368
1484.423168
1484.460032
1484.853248
1484.853248
1484.853248
1483.75552
1483.75552
1483.8415360000001
1485.2587520000002
1485.254656
1485.27104
1485.2587520000002
1485.443072
1492.4677120000001
1490.3377919999998
1490.3377919999998
1490.3377919999998
1492.4554240000002
1484.5296640000001
1496.662016
1496.662016
1496.633344
1493.48352
1493.057536
1493.061632
1500.741632
1500.741632
1500.438528
1500.7457279999999
1505.460224
1505.7387520000002
1503.8136319999999
1503.82592
1507.438592
1507.446784
1511.215104
1511.13728
1511.215104
1507.545088
1507.545088
1507.5409920000002
1507.5409920000002
1507.5409920000002
1507.5409920000002
1507.5409920000002
1507.524608
1507.545088
1510.7481599999999
1510.7481599999999
1510.7481599999999
1510.97344
1510.518784
1510.350848
1510.42048
1510.42048
1510.42048
1510.42048
1510.498304
1514.790912
1514.160128
1514.1642239999999
1452.818432
1515.491328
1452.822528
1441.2554240000002
1441.251328
1441.251328
1438.7445759999998
1435.848704
1439.174656
1434.95168
1434.8943359999998
1434.89024
1434.886144
1440.07168
1440.0757760000001
1438.7445759999998
1439.174656
1435.5456000000001
1435.549696
1435.5046399999999
1435.5046399999999
1435.4554879999998
1431.965696
1432.416256
1432.190976
1432.190976
1432.281088
1432.2851839999998
1432.588288
1432.2933759999999
1432.18688
1432.18688
1432.18688
1435.496448
1435.512832
1435.541504
1435.529216
1435.7012479999999
1435.5046399999999
1435.508736
1435.529216
1435.5046399999999
1435.496448
1435.496448
1435.496448
1435.541504
1435.541504
1435.541504
1438.240768
1438.240768
1438.2325759999999
1438.4128
1438.441472
1438.314496
1438.441472
1449.04192
1446.596608
